employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
129,0,1981,42,Married,24, MANufactURINg DirEctOR ,,No,10,Part Time,False,travel_rarely,,3,1,5,"4,0",5,8,Medical,3,"100071,84$","8339,32$",1032.4872861766066,21,4,3,1,4,"2,0",1,"10,0"
130,0,1971,52,Divorced,6, RESEarCh sCiENTIst ,,No,10,Full Time,Yes,travel_rarely,Yes,2,2,3,,6,9,,2,"55770,00$","4647,50$",575.4047619047619,12,4,3,1,2,"3,0",3,"18,0"
131,0,1974,49,,18, reseArcH DIRectOr ,,No,31,Full Time,1,,Yes,5,1,5,"3,0",0,9,Life Sciences,4,"191324,62$",,1973.9841269841268,17,4,2,3,3,"3,0",1,
132,0,1989,34,Married,1, reSEarCH scIentISt , Research & Development ,No,10,Part Time,Yes,travel_rarely,No,1,1,4,"3,0",8,8,,5,"26910,00$","2242,50$",277.6428571428572,12,2,3,4,4,"2,0",1,
133,0,1990,33,Single,1, rESearCh SCiEnTIST ,,Yes,10,Part Time,0,travel_rarely,,1,0,2,"3,0",7,8,Other,4,"28111,13$","2342,59$",290.03550973654063,13,4,3,4,3,"2,0",1,"10,0"
134,0,1990,33,Married,7, ReSeARCh DiRECtor , Research & Development ,No,13,,True,,No,3,0,3,"3,0",3,7,Medical,3,,"8339,32$",1032.4872861766066,11,3,3,3,4,"4,0",0,
135,1,1970,53,,23, RESEARcH DirecToR ,,No,12,Full Time,1,travel_rarely,No,4,0,0,"3,0",3,8,,4,"153407,07$","12783,92$",1582.7713464696226,18,4,3,4,3,"3,0",6,"33,0"
136,1,1974,49,Married,8, LAboRatORY TeCHNicIAn ,,No,26,Part Time,0,travel_rarely,,3,1,3,"3,0",1,7,Other,2,"74030,00$","6169,17$",763.8015873015873,11,1,3,2,3,"2,0",4,"29,0"
137,0,1988,35,,-21, SaLeS exEcuTIVE ,,No,10,Part Time,0,,,3,1,2,"3,0",0,8,,4,"100071,84$",,1032.4872861766066,13,21,3,4,2,"3,0",6,
138,1,1985,38,Married,17, heAlThCARE rEpreSentaTIVE ,,No,19,Part Time,0,travel_rarely,,3,1,4,"3,0",1,9,Life Sciences,1,"88230,00$","7352,50$",910.3095238095236,18,3,2,3,1,"2,0",0,"20,0"
139,0,1977,46,Married,3, MaNAgeR , Sales ,No,12,Full Time,0,,No,4,1,3,"3,0",4,9,Marketing,1,"153407,07$","12783,92$",1582.7713464696226,12,1,3,3,4,"3,0",3,
140,0,1987,36,Single,18, MaNuFacTUriNG dIRectOr ,,No,11,Part Time,False,non-travel,,2,0,0,"4,0",0,9,,4,"53914,11$","4492,84$",556.2566609977324,20,1,3,4,1,"3,0",2,"18,0"
141,0,1981,42,Single,-15, salEs EXecuTIve ,,Yes,21,Full Time,Yes,travel_frequently,,4,0,2,,13,14,Life Sciences,3,"153407,07$",,1582.7713464696226,12,15,3,1,2,"2,0",0,
142,0,1989,34,Single,1, HEAlTHcaRe rEpreseNTatIvE ,,No,13,,1,travel_frequently,No,2,0,3,"4,0",4,9,,3,,"4492,84$",556.2566609977324,20,4,2,1,3,"3,0",0,"14,0"
143,0,1993,30,,1, RESEArCH sCIenTIst , Research & Development ,No,11,,1,travel_rarely,Yes,1,1,2,"4,0",5,7,Medical,3,"35790,00$","2982,50$",369.2619047619048,21,4,3,2,1,"3,0",0,"12,0"
144,0,1969,54,Married,3, rESeArCH dIrECtor ,,No,10,Full Time,1,travel_rarely,No,4,0,2,"3,0",0,9,Life Sciences,3,"177790,00$","14815,83$",1834.3412698412696,14,4,3,4,1,"3,0",3,"36,0"
145,1,1992,31,Single,24, HeALThCARE rEPreSENTAtivE ,,No,10,Part Time,False,travel_rarely,No,2,0,2,,1,8,Medical,3,"53914,11$","4492,84$",556.2566609977324,19,3,2,1,2,"3,0",1,"10,0"
146,0,1979,44,Married,5, MANAGEr ,,No,22,Full Time,True,,No,5,1,5,"3,0",3,10,,3,"182130,00$","15177,50$",1879.119047619048,11,2,3,2,3,"3,0",7,"26,0"
147,0,1968,55,Divorced,8, HeaLtHCARe rEPREsEnTATIVE ,,No,33,Full Time,False,non-travel,Yes,4,1,3,"3,0",15,0,,1,"135770,00$",,1400.8015873015877,15,4,2,2,4,"3,0",1,
148,0,1979,44,Divorced,4, manAger ,,No,25,Full Time,False,travel_rarely,No,5,2,4,"3,0",14,13,Life Sciences,2,"191900,00$","15991,67$",1979.920634920635,14,3,4,1,4,"2,0",1,
149,0,1989,34,,11, hUMAn reSoUrCES , Human Resources ,No,10,,1,travel_frequently,No,2,2,5,"3,0",1,8,Life Sciences,3,,"4492,84$",556.2566609977324,11,3,2,2,4,"4,0",4,"14,0"
150,1,1984,39,Divorced,13, mANaGeR ,,No,19,Full Time,0,,Yes,4,2,4,"3,0",15,2,,4,"171230,00$",,1766.65873015873,13,3,2,2,4,"3,0",6,
151,1,1968,55,,2, MANagER ,,No,19,Full Time,True,travel_rarely,,5,1,5,,9,11,Medical,2,"191870,00$","15989,17$",1979.6111111111115,14,4,1,3,4,"3,0",4,"23,0"
152,0,1972,51,,5, manAGeR ,,No,33,Full Time,True,,,4,1,2,"3,0",0,10,Life Sciences,3,"153407,07$","12783,92$",1582.7713464696226,11,3,3,2,2,"3,0",1,
153,1,1965,58,Marreid,-14, mAnUFACTURIng dIreCtOr ,,Yes,10,,True,,,3,0,0,"3,0",5,9,Medical,4,,"8340,00$",1032.571428571429,14,14,2,1,4,"2,0",7,
154,0,1975,48,Single,4, maNUfaCTUriNG dIreCtor ,,No,10,Part Time,1,,No,3,0,2,"3,0",0,8,Life Sciences,3,"100071,84$","8339,32$",1032.4872861766066,11,4,3,4,3,"3,0",1,"11,0"
155,0,1994,29,Single,17, HUmAN rESOuRceS , Human Resources ,No,10,Part Time,False,travel_rarely,,3,0,3,"3,0",0,9,,3,"79880,00$","6656,67$",824.1587301587302,13,2,2,1,1,"2,0",1,
156,0,1989,34,Single,3, sAles ExecUTiVE ,,No,13,Part Time,1,,No,2,0,2,,3,12,Other,3,"53914,11$","4492,84$",556.2566609977324,18,4,1,1,4,"3,0",3,"15,0"
157,1,1981,42,,9, lABoRAtoRY TECHNicIAN ,,No,12,,Yes,travel_frequently,,1,0,3,"3,0",5,8,,2,,"2342,59$",290.03550973654063,13,1,3,4,3,"3,0",1,"12,0"
158,0,1966,57,Married,1, REsearCh ScienTIst ,,No,12,Part Time,True,travel_rarely,No,2,1,2,"4,0",2,8,Life Sciences,2,"53914,11$","4492,84$",556.2566609977324,24,2,4,3,1,"2,0",0,"13,0"
159,1,1989,34,Single,24, sAles EXecutiVE ,,Yes,15,Part Time,0,travel_rarely,Yes,2,0,2,"4,0",10,10,,4,"53914,11$",,556.2566609977324,23,1,2,2,3,"4,0",0,"16,0"
160,1,1969,54,,11, manaGeR ,,No,14,,1,travel_frequently,No,4,1,2,,1,12,Medical,4,,"12783,92$",1582.7713464696226,20,2,3,4,1,"3,0",3,"26,0"
161,0,1989,34,,1, saLEs exEcUTiVE ,,No,10,Part Time,0,travel_rarely,,3,0,3,"3,0",8,6,,3,"70830,00$","5902,50$",730.7857142857142,14,4,2,3,4,"3,0",1,
162,0,1994,29,Single,3, lAboratorY tecHNIciAN ,,No,10,,True,,,1,0,3,"3,0",1,5,Medical,1,,"3935,83$",487.2936507936508,18,2,3,1,4,,1,
163,0,1988,35,,28, LAboraTORy TEcHNiCIAN ,,No,10,Part Time,True,travel_rarely,,2,2,3,,6,8,Life Sciences,3,"34070,00$","2839,17$",351.51587301587307,17,2,4,3,4,"2,0",1,
164,0,1988,35,,12, Sales ExecUtIVe ,,Yes,11,Part Time,True,,,2,0,2,"4,0",6,7,Other,4,"53914,11$","4492,84$",556.2566609977324,24,4,3,4,1,"4,0",3,"13,0"
165,1,1989,34,Married,19, rEseaRcH SCienTist ,,No,10,Full Time,1,travel_rarely,No,1,0,3,"3,0",8,7,Life Sciences,3,"29290,00$","2440,83$",302.1984126984127,12,2,2,4,2,"3,0",1,"10,0"
166,0,1980,43,,2, Sales eXEcUtIVE ,,No,10,Part Time,False,,Yes,2,1,3,"3,0",8,8,,3,"53914,11$","4492,84$",556.2566609977324,17,4,3,4,1,"3,0",1,"10,0"
167,0,1965,58,Divorced,2, maNaGer ,,No,16,Full Time,Yes,non-travel,No,4,1,0,"4,0",14,14,Medical,3,"153407,07$","12783,92$",1582.7713464696226,22,2,3,2,4,"2,0",4,"37,0"
168,1,1987,36,Marreid,-14, SaleS EXeCuTivE , Sales ,No,10,Part Time,False,travel_rarely,Yes,2,1,4,"3,0",1,7,,4,"53914,11$","4492,84$",556.2566609977324,13,14,2,3,1,"3,0",1,"10,0"
169,0,1980,43,Married,11, hEALThcarE RepReSeNTAtIve ,,No,10,Part Time,1,travel_rarely,,3,1,1,"3,0",0,9,Life Sciences,3,"100071,84$","8339,32$",1032.4872861766066,17,1,3,3,2,"3,0",1,"10,0"
170,0,1968,55,Married,26, MAnAgEr ,,No,10,Full Time,Yes,,Yes,5,1,0,"3,0",1,4,Human Resources,4,"191324,62$",,1973.9841269841268,18,3,4,2,1,"3,0",4,"35,0"
171,0,1981,42,Single,23, ReSeARch scIENTISt , Research & Development ,No,20,,True,,,2,0,2,"3,0",3,7,,2,"53914,11$",,556.2566609977324,12,4,2,3,4,"3,0",1,"20,0"
172,1,1983,40,Married,11, LABORaTorY TECHniciaN ,,No,10,,True,,,2,1,2,,9,4,Technical Degree,3,,"4492,84$",556.2566609977324,11,4,3,3,1,"4,0",1,"10,0"
173,0,1967,56,Married,7, LaBoRaTorY TeChNicIAn , Research & Development ,Yes,10,Part Time,Yes,,No,1,1,4,"3,0",9,8,Technical Degree,2,"28111,13$",,290.03550973654063,11,4,3,3,4,"1,0",8,"14,0"
174,1,1984,39,,-33, sAleS execuTiVE ,,No,20,Full Time,Yes,travel_rarely,,4,1,2,"3,0",9,6,Marketing,1,"120310,00$","10025,83$",1241.2936507936508,11,33,2,4,1,"2,0",0,
175,1,1970,53,Married,2, mANAgER ,,No,25,Full Time,1,travel_rarely,No,4,0,3,"3,0",3,7,Life Sciences,4,"154270,00$","12855,83$",1591.6746031746031,16,1,2,4,3,"3,0",2,
176,0,1996,27,Single,8, sALes exECuTiVE ,,No,9,,0,travel_frequently,No,3,0,0,"3,0",1,7,,3,,"8339,32$",1032.4872861766066,15,4,3,3,4,"3,0",1,"9,0"
177,1,1993,30,,1, LABOrATorY TechNIcIaN ,,No,12,Part Time,Yes,travel_frequently,,2,0,2,"4,0",3,7,,2,"53914,11$","4492,84$",556.2566609977324,23,3,3,4,4,,1,"12,0"
178,0,1988,35,Married,18, sAlES eXeCuTIVe ,,No,9,,True,,,3,1,3,"4,0",1,8,Life Sciences,5,,"8339,32$",1032.4872861766066,22,2,3,1,4,"2,0",1,"9,0"
179,0,1991,32,Married,1, ManUfaCTUriNg dIReCtor , Research & Development ,No,9,,1,travel_rarely,Yes,2,1,3,"4,0",7,8,Medical,3,"61620,00$","5135,00$",635.7619047619048,22,1,3,4,2,"3,0",1,"9,0"
180,0,1993,30,Married,1, LaboraTOry TEcHniCiAN ,,No,10,Part Time,0,travel_rarely,,2,2,1,"3,0",3,0,Life Sciences,1,"51260,00$","4271,67$",528.8730158730159,12,4,2,4,3,,1,
181,0,1977,46,,9, saLES ExECuTIVe , Sales ,Yes,9,Part Time,False,,No,3,0,3,"3,0",4,7,Medical,2,"96190,00$","8015,83$",992.436507936508,16,3,2,4,4,"3,0",1,"9,0"
182,1,1993,30,,4, sALeS execUTiVE ,,No,11,Part Time,False,travel_rarely,Yes,2,3,4,"3,0",2,7,,2,"53914,11$","4492,84$",556.2566609977324,12,3,2,2,2,"2,0",1,"11,0"
183,0,1991,32,Single,6, saLEs executive ,,No,11,,1,,No,2,0,0,"3,0",5,7,,4,,"4175,00$",516.9047619047619,16,2,3,3,1,"3,0",1,"12,0"
184,0,1988,35,Married,-37, SAles ExeCUTiVE ,,No,10,Part Time,False,travel_rarely,,3,2,3,"3,0",0,6,Marketing,5,"100071,84$","8339,32$",1032.4872861766066,13,3,3,2,1,"3,0",1,
185,1,1991,32,Single,8, sAleS exeCUTiVe ,,No,9,Part Time,1,,,3,0,2,"3,0",3,7,Marketing,3,"100071,84$","8339,32$",1032.4872861766066,14,2,3,4,4,"3,0",1,"9,0"
186,0,1982,41,Divorced,-34, RESEaRch SCIEntISt , Research & Development ,No,9,Part Time,1,travel_rarely,No,1,1,2,"3,0",1,8,Life Sciences,3,"28111,13$",,290.03550973654063,12,1,3,3,1,"3,0",4,
187,1,1983,40,,4, manaGEr ,,No,20,Full Time,0,travel_rarely,No,5,1,2,"3,0",9,9,Medical,1,"190330,00$","15860,83$",1963.7222222222224,14,4,3,3,2,"3,0",1,"21,0"
188,0,1978,45,Married,2, MAnagEr ,,No,20,,1,,No,4,1,1,"4,0",11,8,,2,,"12783,92$",1582.7713464696226,23,1,2,4,4,"3,0",9,"22,0"
189,0,1991,32,Married,4, SALeS eXecUTiVe ,,Yes,14,Full Time,0,travel_rarely,No,3,0,2,"3,0",9,8,,4,"104000,00$","8666,67$",1073.015873015873,11,4,1,4,3,"2,0",1,"14,0"
190,0,1993,30,,1, mAnUFaCtUrinG diReCtor , Research & Development ,No,11,Part Time,1,non-travel,No,3,0,2,"4,0",5,8,Life Sciences,1,"100071,84$","8339,32$",1032.4872861766066,22,3,2,3,3,"3,0",1,
191,0,1986,37,,11, REsEARcH dIreCTor ,,No,10,Part Time,True,,,3,3,1,"3,0",0,7,,3,"100071,84$",,1032.4872861766066,14,2,3,4,3,"3,0",1,
192,0,1986,37,Divorced,4, SAlEs repReSEnTaTiVE ,,No,9,,0,,No,1,1,2,"3,0",5,8,,4,,"2327,50$",288.1666666666667,17,1,3,4,3,"3,0",4,"13,0"
193,0,1983,40,,24, reSEARch scIeNTIST ,,No,9,,False,,No,2,2,3,"3,0",4,7,Technical Degree,2,,"4492,84$",556.2566609977324,17,1,3,4,1,"3,0",1,
194,1,1987,36,Married,24, lAbORATorY teChnICiaN ,,No,9,Full Time,True,non-travel,,2,1,3,"3,0",0,8,,4,"56740,00$","4728,33$",585.4126984126984,15,2,3,2,3,"3,0",7,"11,0"
195,0,1991,32,Married,7, SalEs eXEcuTIVE ,,No,13,Part Time,True,travel_rarely,,2,1,3,"3,0",4,8,Life Sciences,3,"53914,11$","4492,84$",556.2566609977324,14,4,2,3,3,"2,0",1,"13,0"
196,1,1985,38,,25, rEseaRch DIRECTOr ,,No,10,Part Time,1,,,3,1,2,"3,0",0,1,Life Sciences,2,"100071,84$",,1032.4872861766066,17,1,2,2,3,"3,0",3,
197,1,1993,30,Married,28, resEarcH sCiEnTISt ,,No,10,Part Time,Yes,travel_rarely,No,2,2,2,"3,0",1,9,,2,"53914,11$","4492,84$",556.2566609977324,13,4,3,4,4,"3,0",1,"11,0"
198,0,1984,39,,1, ManAger ,,No,21,Full Time,True,,,5,1,3,"3,0",1,6,,1,"191970,00$",,1980.642857142857,14,2,3,3,3,"3,0",1,"21,0"
199,1,1963,60,,7, MaNagEr ,,No,29,Full Time,True,,No,5,0,5,"3,0",11,10,Life Sciences,3,"191324,62$","15943,72$",1973.9841269841268,11,1,3,1,4,"1,0",5,"33,0"
200,1,1993,30,,22, SaLes ExecUtiVE ,,No,9,Part Time,True,,,3,0,3,"3,0",7,8,Other,4,"84120,00$","7010,00$",867.9047619047619,11,3,3,1,3,"3,0",0,"10,0"
201,0,1992,31,Divorced,9, maNUFAcTURING direCTOr , Research & Development ,No,13,Part Time,Yes,travel_rarely,No,3,1,6,"4,0",0,8,,1,"100071,84$","8339,32$",1032.4872861766066,25,3,3,2,4,"4,0",1,
202,0,1990,33,Single,3, RESeArCh sCIentIst ,,Yes,10,Full Time,False,,Yes,1,0,3,"3,0",9,7,Life Sciences,3,"33480,00$","2790,00$",345.42857142857144,11,1,3,1,1,"3,0",1,
203,0,1973,50,Married,28, LAboRaTorY teChniCiaN ,,No,20,,Yes,,Yes,1,3,3,,3,8,Medical,1,,"2342,59$",290.03550973654063,11,4,4,3,3,"3,0",1,"20,0"
204,0,1991,32,,24, labOraTORy techNicIan , Research & Development ,No,10,Part Time,Yes,,No,2,2,2,,4,7,Life Sciences,4,"53090,00$","4424,17$",547.7539682539682,15,1,3,4,4,"3,0",1,"10,0"
205,0,1981,42,,29, manuFACtuRiNg DIrEcTor ,,No,9,,True,,,2,1,3,"3,0",7,8,,3,,"4492,84$",556.2566609977324,13,2,3,2,4,"2,0",1,"10,0"
206,1,1974,49,Married,11, SAlEs ExeCUtive , Sales ,Yes,9,Part Time,0,,No,3,2,3,"3,0",7,7,Marketing,3,"76540,00$","6378,33$",789.6984126984128,18,3,3,4,1,"4,0",1,
207,0,1996,27,Divorced,5, REsEARCH dIReCTor ,,No,9,Full Time,Yes,,,3,1,3,"3,0",0,8,,1,"128080,00$","10673,33$",1321.4603174603176,16,3,2,4,2,"3,0",1,
208,0,1990,33,Divorced,1, sALES ExEcUTIvE ,,No,9,Part Time,Yes,travel_rarely,,2,1,5,,0,8,Medical,3,"53914,11$","4492,84$",556.2566609977324,22,1,4,1,1,"3,0",1,"9,0"
209,1,1971,52,Married,-26, MANUFACturING DIRecToR , Research & Development ,No,9,Full Time,False,,No,4,0,3,"4,0",0,0,,4,"153407,07$","12783,92$",1582.7713464696226,22,3,2,4,3,"3,0",3,"31,0"
210,0,1991,32,,5, saleS exECUtIve ,,No,10,Part Time,1,,No,2,1,3,"3,0",5,3,Life Sciences,2,"53914,11$","4492,84$",556.2566609977324,14,2,3,2,4,"3,0",1,"10,0"
211,0,1987,36,,14, heAltHcArE rEprEseNtatIVE ,,No,16,Full Time,0,,,2,1,2,"3,0",4,11,Life Sciences,1,"65860,00$","5488,33$",679.5079365079365,17,3,3,4,1,"2,0",0,
212,1,1992,31,,20, Sales eXECuTIvE , Sales ,No,9,,False,non-travel,,2,1,2,"3,0",0,0,,2,"53914,11$","4492,84$",556.2566609977324,13,4,3,3,4,"2,0",1,
213,0,1987,36,Single,2, laBORATORy tECHNICIan ,,No,11,Part Time,True,travel_rarely,No,1,0,6,"4,0",3,9,Medical,4,"25190,00$","2099,17$",259.8968253968254,21,3,3,3,3,"3,0",4,
214,0,1971,52,Married,1, MAnager ,,No,9,Full Time,1,,,4,1,2,"3,0",7,8,Life Sciences,2,"170990,00$",,1764.1825396825398,15,4,3,4,2,,2,"26,0"
215,0,1990,33,Single,17, MaNagER ,,No,10,Full Time,0,non-travel,,4,0,2,"3,0",6,0,,3,"153407,07$","12783,92$",1582.7713464696226,11,4,3,3,4,"3,0",1,"10,0"
216,0,1978,45,,23, LaBoraTORy TeChNiCIAN ,,No,9,Part Time,1,non-travel,Yes,2,1,2,"3,0",0,8,Life Sciences,2,"53914,11$","4492,84$",556.2566609977324,15,4,3,1,3,"3,0",1,"9,0"
217,1,1987,thirty-six,,12, mANUfaCTuRiNG DiRECtOr , Research & Development ,No,14,Part Time,1,travel_rarely,,3,0,2,"3,0",7,8,,5,"100071,84$","8339,32$",1032.4872861766066,11,4,2,4,2,"2,0",0,"15,0"
218,0,1974,49,,8, sales ExecuTiVe ,,No,9,Full Time,False,,,4,1,3,"3,0",2,3,,4,"131200,00$","10933,33$",1353.6507936507935,17,4,2,2,2,"3,0",6,"22,0"
219,1,1994,29,,23, SALeS eXECUtivE ,,Yes,11,Part Time,True,,,3,1,3,,3,10,,1,"100071,84$","8339,32$",1032.4872861766066,13,4,2,1,1,"1,0",1,"11,0"
220,1,1994,29,Married,6, LABoRaTOrY teChNICiAn ,,No,10,,False,,,1,1,5,"3,0",0,8,,1,,"2609,17$",323.03968253968253,13,2,3,4,1,"3,0",1,
221,1,1986,37,Married,1, ManUFACtURiNg DiRECTOr , Research & Development ,No,14,Part Time,1,,,2,1,2,"3,0",3,11,Life Sciences,3,"53914,11$","4492,84$",556.2566609977324,13,4,2,4,2,"2,0",1,"14,0"
222,0,1990,33,,10, salES eXECUtive ,,No,9,Part Time,Yes,travel_rarely,,3,2,3,"3,0",0,8,,5,"100071,84$",,1032.4872861766066,14,4,4,3,4,"3,0",0,
223,1,1989,34,Divorced,19, laboRatoRy teCHNiCiaN ,,No,11,Part Time,True,travel_frequently,No,2,2,2,"3,0",5,10,Medical,3,"44440,00$",,458.50793650793656,13,3,3,2,3,"4,0",4,"15,0"
224,1,1995,28,Married,1, lAbORAtORy tECHNiCian ,,No,9,,1,non-travel,No,2,3,6,"3,0",7,5,,3,,"5561,67$",688.5873015873016,11,3,1,4,1,"3,0",0,"10,0"
225,1,1992,31,,2, saLEs eXEcUTIvE ,,No,10,Part Time,True,non-travel,Yes,3,1,5,"3,0",9,6,,4,"98520,00$",,1016.4761904761906,19,4,3,3,1,"2,0",1,"10,0"
226,0,1981,42,,2, manageR ,,No,20,Full Time,False,non-travel,Yes,4,0,3,,2,10,Life Sciences,1,"178610,00$","14884,17$",1842.801587301588,13,3,3,3,4,"2,0",0,"21,0"
227,0,1983,40,Single,2, RESearCh SCieNTIst ,,No,9,Part Time,True,travel_rarely,,2,0,4,"3,0",8,8,Life Sciences,3,"53914,11$",,556.2566609977324,13,3,3,4,3,"3,0",1,"9,0"
228,1,1989,34,Single,15, SALEs eXeCuTive ,,No,10,,1,,,2,0,6,"3,0",9,6,Medical,2,,"4492,84$",556.2566609977324,12,3,3,1,4,"4,0",1,
229,1,1965,58,,1, REsearCh dIRECTOr ,,No,9,Full Time,False,travel_rarely,,5,1,3,"4,0",1,5,,3,"191324,62$",,1973.9841269841268,21,4,3,1,3,"3,0",3,
230,1,1992,31,,1, MaNuFACTUriNG DIRector ,,Yes,10,,1,travel_frequently,,3,0,2,"3,0",4,7,,5,,"6205,00$",768.2380952380953,11,3,4,2,1,"3,0",1,
231,0,1983,40,,8, ResEARcH DIrEcToR ,,No,9,Full Time,1,non-travel,No,3,1,5,"3,0",4,8,,1,"137570,00$","11464,17$",1419.373015873016,11,4,2,2,3,"3,0",2,"16,0"
232,0,1970,53,Single,2, resEArcH DIrEcTOR ,,No,9,Full Time,True,,No,4,0,2,"3,0",8,8,Medical,3,"165980,00$","13831,67$",1712.4920634920634,12,4,4,2,2,"2,0",4,"35,0"
233,0,1989,34,,15, ResEARcH DiReCToR , Research & Development ,No,14,Full Time,1,,,4,2,3,"3,0",6,9,,3,"153407,07$","12783,92$",1582.7713464696226,14,2,3,1,4,"2,0",7,"16,0"
234,1,1988,35,Single,16, HeALthCARE rePRESeNtATiVE ,,No,11,,True,travel_rarely,No,3,0,3,"3,0",3,3,Life Sciences,3,,"8339,32$",1032.4872861766066,19,4,2,2,4,"1,0",1,
235,0,1986,37,Married,13, RESEarCH ScIENTIsT ,,No,10,Part Time,Yes,,,2,0,2,"3,0",3,7,,3,"42850,00$",,442.1031746031746,17,1,3,4,1,"3,0",1,
236,0,1981,42,,2, HeaLthcARE RePreSeNtatiVe ,,No,20,Full Time,True,travel_frequently,Yes,3,1,3,"3,0",13,9,,3,"101240,00$",,1044.5396825396826,14,4,3,4,3,"1,0",2,"24,0"
237,0,1978,45,Divorced,1, HeAlTHCare RePrEsenTatIve ,,No,10,Part Time,1,,,3,3,4,"3,0",7,7,,4,"100071,84$","8339,32$",1032.4872861766066,12,1,3,2,1,"3,0",1,
238,0,1993,30,Married,1, SAleS eXecuTiVe ,,Yes,10,Full Time,Yes,travel_rarely,No,2,1,4,"3,0",6,7,,3,"97140,00$",,1002.2380952380952,11,2,2,1,4,"3,0",1,
239,0,1985,38,Married,14, saLes ExeCutivE ,,No,9,Full Time,1,travel_rarely,,2,1,3,"3,0",7,7,Life Sciences,3,"99240,00$",,1023.904761904762,11,3,3,2,4,"3,0",0,"10,0"
240,0,1973,50,,20, hEaLthCare repResEntaTIVe ,,No,30,Full Time,0,,,4,1,3,"3,0",12,13,Medical,5,"112450,00$",,1160.1984126984128,15,2,3,3,3,"3,0",2,"32,0"
241,0,1984,39,,3, laboratORY TEcHnicIAN ,,No,10,,True,travel_rarely,,2,1,3,"3,0",0,7,,2,,"2557,50$",316.6428571428572,15,3,2,3,4,,0,
242,1,1989,34,,3, RESeArCh SCIEntiSt ,,No,11,Part Time,True,travel_rarely,No,2,1,2,"3,0",7,9,,3,"53914,11$","4492,84$",556.2566609977324,12,4,3,2,3,"3,0",1,"11,0"
243,1,1969,54,,22, MANAgER , Research & Development ,No,10,Full Time,Yes,travel_rarely,,4,1,6,"4,0",4,7,,5,"153407,07$",,1582.7713464696226,25,2,3,3,3,"3,0",3,"36,0"
244,0,1982,41,,6, SALes EXecUtIve ,,No,10,Part Time,False,travel_rarely,No,3,0,3,"3,0",8,7,Marketing,3,"92410,00$","7700,83$",953.436507936508,12,4,3,3,2,"3,0",1,
245,0,1984,39,Married,1, LabOraTory TechNiCIAN ,,No,9,Full Time,1,,,2,1,2,"3,0",5,8,Life Sciences,3,"64720,00$","5393,33$",667.7460317460317,15,4,3,4,4,"3,0",1,
246,0,1983,40,,7, mAnaGeR ,,No,21,Full Time,0,travel_rarely,No,5,0,3,"3,0",12,8,,4,"191324,62$","15943,72$",1973.9841269841268,14,2,3,2,2,"2,0",1,
247,0,1990,33,,4, ReSeARcH sciEnTiST ,,No,9,Part Time,Yes,,No,2,2,2,,1,7,Technical Degree,3,"30550,00$",,315.1984126984127,15,4,3,2,4,"2,0",5,"11,0"
248,0,1987,36,,10, heAltHCARE rePrESENTaTIve ,,No,12,Part Time,False,,,3,1,1,"3,0",5,7,Life Sciences,3,"83210,00$","6934,17$",858.5158730158731,13,4,3,1,4,"3,0",7,"15,0"
249,0,1990,33,Married,8, RESEARCH sCiEntIST ,,No,10,Full Time,True,,No,1,1,1,"3,0",7,6,Life Sciences,4,"31430,00$",,324.2777777777778,19,4,4,1,2,"3,0",6,"14,0"
250,0,1989,34,,8, SAles EXecutiVE ,,No,10,,False,travel_rarely,No,2,2,5,"4,0",4,8,,2,,"4492,84$",556.2566609977324,21,2,4,3,3,"3,0",1,"10,0"
251,0,1994,29,Married,-46, labORATORY TechnIcIaN , Research & Development ,No,11,Part Time,0,travel_frequently,No,1,0,3,,3,10,Medical,1,"28111,13$","2342,59$",290.03550973654063,13,4,3,4,2,"4,0",1,
252,0,1977,46,Divorced,2, maNuFACTUrInG dIREcTor ,,No,9,Part Time,Yes,travel_rarely,,3,1,4,"3,0",4,7,Life Sciences,2,"85780,00$","7148,33$",885.0317460317461,14,4,3,4,3,"2,0",3,"12,0"
253,1,1996,27,Married,23, SaLeS REPRESentATive ,,No,9,Part Time,False,travel_rarely,No,2,1,5,"4,0",5,8,Medical,1,"53914,11$","4492,84$",556.2566609977324,21,2,2,3,4,"3,0",1,
254,0,1992,31,Divorced,-36, LABORAtoRY TeChnICian ,,No,10,,False,,No,2,1,2,"3,0",0,2,Life Sciences,3,,"3497,50$",433.0238095238095,11,2,3,3,1,"3,0",1,"10,0"
255,1,1978,45,,25, MaNUfacTurINg DiReCTor , Research & Development ,No,9,,1,travel_rarely,No,2,2,2,,3,8,Life Sciences,2,,"4492,84$",556.2566609977324,13,2,2,4,4,"2,0",0,"10,0"
256,0,1989,34,,1, SALES EXEcUTIvE ,,No,14,Part Time,False,travel_rarely,No,3,0,3,"4,0",2,1,Marketing,3,"98880,00$","8240,00$",1020.1904761904764,21,1,3,4,1,"2,0",1,"14,0"
