employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,departured,year_at_comp,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
131,M,1974,49.0,Unknown,18,Research Director,Research & Development,No,31,Full Time,Yes,Unknown,Yes,5,1,5,3,0,9,Life Sciences,4,191324.62,15943.72,1973.9841269841268,17,4,2,3,3,3,1,
132,M,1989,34.0,Married,1,Research Scientist,Research & Development,No,10,Part Time,Yes,travel_rarely,No,1,1,4,3,8,8,Unknown,5,26910.0,2242.5,277.6428571428572,12,2,3,4,4,2,1,
133,M,1990,33.0,Single,1,Research Scientist,Research & Development,Yes,10,Part Time,No,travel_rarely,Unknown,1,0,2,3,7,8,Other,4,28111.13,2342.59,290.03550973654063,13,4,3,4,3,2,1,10
134,M,1990,33.0,Married,7,Research Director,Research & Development,No,13,,Yes,Unknown,No,3,0,3,3,3,7,Medical,3,100071.84000000001,8339.32,1032.4872861766066,11,3,3,3,4,4,0,
135,F,1970,53.0,Unknown,23,Research Director,Research & Development,No,12,Full Time,Yes,travel_rarely,No,4,0,0,3,3,8,Unknown,4,153407.07,12783.92,1582.7713464696226,18,4,3,4,3,3,6,33
136,F,1974,49.0,Married,8,Laboratory Technician,Research & Development,No,26,Part Time,No,travel_rarely,Unknown,3,1,3,3,1,7,Other,2,74030.0,6169.17,763.8015873015873,11,1,3,2,3,2,4,29
137,M,1988,35.0,Unknown,21,Sales Executive,Sales,No,10,Part Time,No,Unknown,Unknown,3,1,2,3,0,8,Unknown,4,100071.84,8339.32,1032.4872861766066,13,21,3,4,2,3,6,
138,F,1985,38.0,Married,17,Healthcare Representative,Research & Development,No,19,Part Time,No,travel_rarely,Unknown,3,1,4,3,1,9,Life Sciences,1,88230.0,7352.5,910.3095238095236,18,3,2,3,1,2,0,20
139,M,1977,46.0,Married,3,Manager,Sales,No,12,Full Time,No,Unknown,No,4,1,3,3,4,9,Marketing,1,153407.07,12783.92,1582.7713464696226,12,1,3,3,4,3,3,
140,M,1987,36.0,Single,18,Manufacturing Director,Research & Development,No,11,Part Time,No,non-travel,Unknown,2,0,0,4,0,9,Unknown,4,53914.11,4492.84,556.2566609977324,20,1,3,4,1,3,2,18
141,M,1981,42.0,Single,15,Sales Executive,Sales,Yes,21,Full Time,Yes,travel_frequently,Unknown,4,0,2,,13,14,Life Sciences,3,153407.07,12783.92,1582.7713464696226,12,15,3,1,2,2,0,
142,M,1989,34.0,Single,1,Healthcare Representative,Research & Development,No,13,,Yes,travel_frequently,No,2,0,3,4,4,9,Unknown,3,53914.11000000001,4492.84,556.2566609977324,20,4,2,1,3,3,0,14
143,M,1993,30.0,Unknown,1,Research Scientist,Research & Development,No,11,,Yes,travel_rarely,Yes,1,1,2,4,5,7,Medical,3,35790.0,2982.5,369.2619047619048,21,4,3,2,1,3,0,12
144,M,1969,54.0,Married,3,Research Director,Research & Development,No,10,Full Time,Yes,travel_rarely,No,4,0,2,3,0,9,Life Sciences,3,177790.0,14815.83,1834.3412698412696,14,4,3,4,1,3,3,36
145,F,1992,31.0,Single,24,Healthcare Representative,Research & Development,No,10,Part Time,No,travel_rarely,No,2,0,2,,1,8,Medical,3,53914.11,4492.84,556.2566609977324,19,3,2,1,2,3,1,10
146,M,1979,44.0,Married,5,Manager,Unknown,No,22,Full Time,Yes,Unknown,No,5,1,5,3,3,10,Unknown,3,182130.0,15177.5,1879.119047619048,11,2,3,2,3,3,7,26
147,M,1968,55.0,Divorced,8,Healthcare Representative,Research & Development,No,33,Full Time,No,non-travel,Yes,4,1,3,3,15,0,Unknown,1,135770.0,11248.89,1400.8015873015877,15,4,2,2,4,3,1,
148,M,1979,44.0,Divorced,4,Manager,Unknown,No,25,Full Time,No,travel_rarely,No,5,2,4,3,14,13,Life Sciences,2,191900.0,15991.67,1979.920634920635,14,3,4,1,4,2,1,
149,M,1989,34.0,Unknown,11,Human Resources,Human Resources,No,10,,Yes,travel_frequently,No,2,2,5,3,1,8,Life Sciences,3,53914.11000000001,4492.84,556.2566609977324,11,3,2,2,4,4,4,14
150,F,1984,39.0,Divorced,13,Manager,Unknown,No,19,Full Time,No,Unknown,Yes,4,2,4,3,15,2,Unknown,4,171230.0,13859.166666666666,1766.65873015873,13,3,2,2,4,3,6,
151,F,1968,55.0,Unknown,2,Manager,Unknown,No,19,Full Time,Yes,travel_rarely,Unknown,5,1,5,,9,11,Medical,2,191870.0,15989.17,1979.6111111111115,14,4,1,3,4,3,4,23
152,M,1972,51.0,Unknown,5,Manager,Unknown,No,33,Full Time,Yes,Unknown,Unknown,4,1,2,3,0,10,Life Sciences,3,153407.07,12783.92,1582.7713464696226,11,3,3,2,2,3,1,
153,F,1965,58.0,Married,14,Manufacturing Director,Research & Development,Yes,10,,Yes,Unknown,Unknown,3,0,0,3,5,9,Medical,4,100071.84000000001,8340.0,1032.571428571429,14,14,2,1,4,2,7,
154,M,1975,48.0,Single,4,Manufacturing Director,Research & Development,No,10,Part Time,Yes,Unknown,No,3,0,2,3,0,8,Life Sciences,3,100071.84,8339.32,1032.4872861766066,11,4,3,4,3,3,1,11
155,M,1994,29.0,Single,17,Human Resources,Human Resources,No,10,Part Time,No,travel_rarely,Unknown,3,0,3,3,0,9,Unknown,3,79880.0,6656.67,824.1587301587302,13,2,2,1,1,2,1,
156,M,1989,34.0,Single,3,Sales Executive,Sales,No,13,Part Time,Yes,Unknown,No,2,0,2,,3,12,Other,3,53914.11,4492.84,556.2566609977324,18,4,1,1,4,3,3,15
157,F,1981,42.0,Unknown,9,Laboratory Technician,Research & Development,No,12,,Yes,travel_frequently,Unknown,1,0,3,3,5,8,Unknown,2,28111.13,2342.59,290.03550973654063,13,1,3,4,3,3,1,12
158,M,1966,57.0,Married,1,Research Scientist,Research & Development,No,12,Part Time,Yes,travel_rarely,No,2,1,2,4,2,8,Life Sciences,2,53914.11,4492.84,556.2566609977324,24,2,4,3,1,2,0,13
159,F,1989,34.0,Single,24,Sales Executive,Sales,Yes,15,Part Time,No,travel_rarely,Yes,2,0,2,4,10,10,Unknown,4,53914.11,4492.84,556.2566609977324,23,1,2,2,3,4,0,16
160,F,1969,54.0,Unknown,11,Manager,Unknown,No,14,,Yes,travel_frequently,No,4,1,2,,1,12,Medical,4,153407.07,12783.92,1582.7713464696226,20,2,3,4,1,3,3,26
161,M,1989,34.0,Unknown,1,Sales Executive,Sales,No,10,Part Time,No,travel_rarely,Unknown,3,0,3,3,8,6,Unknown,3,70830.0,5902.5,730.7857142857142,14,4,2,3,4,3,1,
162,M,1994,29.0,Single,3,Laboratory Technician,Research & Development,No,10,,Yes,Unknown,Unknown,1,0,3,3,1,5,Medical,1,47280.0,3935.83,487.2936507936508,18,2,3,1,4,,1,
163,M,1988,35.0,Unknown,28,Laboratory Technician,Research & Development,No,10,Part Time,Yes,travel_rarely,Unknown,2,2,3,,6,8,Life Sciences,3,34070.0,2839.17,351.51587301587307,17,2,4,3,4,2,1,
164,M,1988,35.0,Unknown,12,Sales Executive,Sales,Yes,11,Part Time,Yes,Unknown,Unknown,2,0,2,4,6,7,Other,4,53914.11,4492.84,556.2566609977324,24,4,3,4,1,4,3,13
165,F,1989,34.0,Married,19,Research Scientist,Research & Development,No,10,Full Time,Yes,travel_rarely,No,1,0,3,3,8,7,Life Sciences,3,29290.0,2440.83,302.1984126984127,12,2,2,4,2,3,1,10
166,M,1980,43.0,Unknown,2,Sales Executive,Sales,No,10,Part Time,No,Unknown,Yes,2,1,3,3,8,8,Unknown,3,53914.11,4492.84,556.2566609977324,17,4,3,4,1,3,1,10
167,M,1965,58.0,Divorced,2,Manager,Unknown,No,16,Full Time,Yes,non-travel,No,4,1,0,4,14,14,Medical,3,153407.07,12783.92,1582.7713464696226,22,2,3,2,4,2,4,37
168,F,1987,36.0,Married,14,Sales Executive,Sales,No,10,Part Time,No,travel_rarely,Yes,2,1,4,3,1,7,Unknown,4,53914.11,4492.84,556.2566609977324,13,14,2,3,1,3,1,10
169,M,1980,43.0,Married,11,Healthcare Representative,Research & Development,No,10,Part Time,Yes,travel_rarely,Unknown,3,1,1,3,0,9,Life Sciences,3,100071.84,8339.32,1032.4872861766066,17,1,3,3,2,3,1,10
170,M,1968,55.0,Married,26,Manager,Unknown,No,10,Full Time,Yes,Unknown,Yes,5,1,0,3,1,4,Human Resources,4,191324.62,15943.72,1973.9841269841268,18,3,4,2,1,3,4,35
171,M,1981,42.0,Single,23,Research Scientist,Research & Development,No,20,,Yes,Unknown,Unknown,2,0,2,3,3,7,Unknown,2,53914.11,4492.84,556.2566609977324,12,4,2,3,4,3,1,20
172,F,1983,40.0,Married,11,Laboratory Technician,Research & Development,No,10,,Yes,Unknown,Unknown,2,1,2,,9,4,Technical Degree,3,53914.11000000001,4492.84,556.2566609977324,11,4,3,3,1,4,1,10
173,M,1967,56.0,Married,7,Laboratory Technician,Research & Development,Yes,10,Part Time,Yes,Unknown,No,1,1,4,3,9,8,Technical Degree,2,28111.13,2342.59,290.03550973654063,11,4,3,3,4,1,8,14
174,F,1984,39.0,Unknown,33,Sales Executive,Sales,No,20,Full Time,Yes,travel_rarely,Unknown,4,1,2,3,9,6,Marketing,1,120310.0,10025.83,1241.2936507936508,11,33,2,4,1,2,0,
175,F,1970,53.0,Married,2,Manager,Unknown,No,25,Full Time,Yes,travel_rarely,No,4,0,3,3,3,7,Life Sciences,4,154270.0,12855.83,1591.6746031746031,16,1,2,4,3,3,2,
176,M,1996,27.0,Single,8,Sales Executive,Sales,No,9,,No,travel_frequently,No,3,0,0,3,1,7,Unknown,3,100071.84000000001,8339.32,1032.4872861766066,15,4,3,3,4,3,1,9
177,F,1993,30.0,Unknown,1,Laboratory Technician,Research & Development,No,12,Part Time,Yes,travel_frequently,Unknown,2,0,2,4,3,7,Unknown,2,53914.11,4492.84,556.2566609977324,23,3,3,4,4,,1,12
178,M,1988,35.0,Married,18,Sales Executive,Sales,No,9,,Yes,Unknown,Unknown,3,1,3,4,1,8,Life Sciences,5,100071.84000000001,8339.32,1032.4872861766066,22,2,3,1,4,2,1,9
179,M,1991,32.0,Married,1,Manufacturing Director,Research & Development,No,9,,Yes,travel_rarely,Yes,2,1,3,4,7,8,Medical,3,61620.0,5135.0,635.7619047619048,22,1,3,4,2,3,1,9
180,M,1993,30.0,Married,1,Laboratory Technician,Research & Development,No,10,Part Time,No,travel_rarely,Unknown,2,2,1,3,3,0,Life Sciences,1,51260.0,4271.67,528.8730158730159,12,4,2,4,3,,1,
181,M,1977,46.0,Unknown,9,Sales Executive,Sales,Yes,9,Part Time,No,Unknown,No,3,0,3,3,4,7,Medical,2,96190.0,8015.83,992.436507936508,16,3,2,4,4,3,1,9
182,F,1993,30.0,Unknown,4,Sales Executive,Sales,No,11,Part Time,No,travel_rarely,Yes,2,3,4,3,2,7,Unknown,2,53914.11,4492.84,556.2566609977324,12,3,2,2,2,2,1,11
183,M,1991,32.0,Single,6,Sales Executive,Sales,No,11,,Yes,Unknown,No,2,0,0,3,5,7,Unknown,4,50263.333333333336,4175.0,516.9047619047619,16,2,3,3,1,3,1,12
184,M,1988,35.0,Married,37,Sales Executive,Sales,No,10,Part Time,No,travel_rarely,Unknown,3,2,3,3,0,6,Marketing,5,100071.84,8339.32,1032.4872861766066,13,3,3,2,1,3,1,
185,F,1991,32.0,Single,8,Sales Executive,Sales,No,9,Part Time,Yes,Unknown,Unknown,3,0,2,3,3,7,Marketing,3,100071.84,8339.32,1032.4872861766066,14,2,3,4,4,3,1,9
186,M,1982,41.0,Divorced,34,Research Scientist,Research & Development,No,9,Part Time,Yes,travel_rarely,No,1,1,2,3,1,8,Life Sciences,3,28111.13,2342.59,290.03550973654063,12,1,3,3,1,3,4,
187,F,1983,40.0,Unknown,4,Manager,Unknown,No,20,Full Time,No,travel_rarely,No,5,1,2,3,9,9,Medical,1,190330.0,15860.83,1963.7222222222224,14,4,3,3,2,3,1,21
188,M,1978,45.0,Married,2,Manager,Unknown,No,20,,Yes,Unknown,No,4,1,1,4,11,8,Unknown,2,153407.07,12783.92,1582.7713464696226,23,1,2,4,4,3,9,22
189,M,1991,32.0,Married,4,Sales Executive,Sales,Yes,14,Full Time,No,travel_rarely,No,3,0,2,3,9,8,Unknown,4,104000.0,8666.67,1073.015873015873,11,4,1,4,3,2,1,14
190,M,1993,30.0,Unknown,1,Manufacturing Director,Research & Development,No,11,Part Time,Yes,non-travel,No,3,0,2,4,5,8,Life Sciences,1,100071.84,8339.32,1032.4872861766066,22,3,2,3,3,3,1,
191,M,1986,37.0,Unknown,11,Research Director,Research & Development,No,10,Part Time,Yes,Unknown,Unknown,3,3,1,3,0,7,Unknown,3,100071.84,8339.32,1032.4872861766066,14,2,3,4,3,3,1,
192,M,1986,37.0,Divorced,4,Sales Representative,Sales,No,9,,No,Unknown,No,1,1,2,3,5,8,Unknown,4,27903.333333333332,2327.5,288.1666666666667,17,1,3,4,3,3,4,13
193,M,1983,40.0,Unknown,24,Research Scientist,Research & Development,No,9,,No,Unknown,No,2,2,3,3,4,7,Technical Degree,2,53914.11000000001,4492.84,556.2566609977324,17,1,3,4,1,3,1,
194,F,1987,36.0,Married,24,Laboratory Technician,Research & Development,No,9,Full Time,Yes,non-travel,Unknown,2,1,3,3,0,8,Unknown,4,56740.0,4728.33,585.4126984126984,15,2,3,2,3,3,7,11
195,M,1991,32.0,Married,7,Sales Executive,Sales,No,13,Part Time,Yes,travel_rarely,Unknown,2,1,3,3,4,8,Life Sciences,3,53914.11,4492.84,556.2566609977324,14,4,2,3,3,2,1,13
196,F,1985,38.0,Unknown,25,Research Director,Research & Development,No,10,Part Time,Yes,Unknown,Unknown,3,1,2,3,0,1,Life Sciences,2,100071.84,8339.32,1032.4872861766066,17,1,2,2,3,3,3,
197,F,1993,30.0,Married,28,Research Scientist,Research & Development,No,10,Part Time,Yes,travel_rarely,No,2,2,2,3,1,9,Unknown,2,53914.11,4492.84,556.2566609977324,13,4,3,4,4,3,1,11
198,M,1984,39.0,Unknown,1,Manager,Unknown,No,21,Full Time,Yes,Unknown,Unknown,5,1,3,3,1,6,Unknown,1,191970.0,15943.72,1980.642857142857,14,2,3,3,3,3,1,21
199,F,1963,60.0,Unknown,7,Manager,Unknown,No,29,Full Time,Yes,Unknown,No,5,0,5,3,11,10,Life Sciences,3,191324.62,15943.72,1973.9841269841268,11,1,3,1,4,1,5,33
200,F,1993,30.0,Unknown,22,Sales Executive,Sales,No,9,Part Time,Yes,Unknown,Unknown,3,0,3,3,7,8,Other,4,84120.0,7010.0,867.9047619047619,11,3,3,1,3,3,0,10
201,M,1992,31.0,Divorced,9,Manufacturing Director,Research & Development,No,13,Part Time,Yes,travel_rarely,No,3,1,6,4,0,8,Unknown,1,100071.84,8339.32,1032.4872861766066,25,3,3,2,4,4,1,
202,M,1990,33.0,Single,3,Research Scientist,Research & Development,Yes,10,Full Time,No,Unknown,Yes,1,0,3,3,9,7,Life Sciences,3,33480.0,2790.0,345.42857142857144,11,1,3,1,1,3,1,
203,M,1973,50.0,Married,28,Laboratory Technician,Research & Development,No,20,,Yes,Unknown,Yes,1,3,3,,3,8,Medical,1,28111.13,2342.59,290.03550973654063,11,4,4,3,3,3,1,20
204,M,1991,32.0,Unknown,24,Laboratory Technician,Research & Development,No,10,Part Time,Yes,Unknown,No,2,2,2,,4,7,Life Sciences,4,53090.0,4424.17,547.7539682539682,15,1,3,4,4,3,1,10
205,M,1981,42.0,Unknown,29,Manufacturing Director,Research & Development,No,9,,Yes,Unknown,Unknown,2,1,3,3,7,8,Unknown,3,53914.11000000001,4492.84,556.2566609977324,13,2,3,2,4,2,1,10
206,F,1974,49.0,Married,11,Sales Executive,Sales,Yes,9,Part Time,No,Unknown,No,3,2,3,3,7,7,Marketing,3,76540.0,6378.33,789.6984126984128,18,3,3,4,1,4,1,
207,M,1996,27.0,Divorced,5,Research Director,Research & Development,No,9,Full Time,Yes,Unknown,Unknown,3,1,3,3,0,8,Unknown,1,128080.0,10673.33,1321.4603174603176,16,3,2,4,2,3,1,
208,M,1990,33.0,Divorced,1,Sales Executive,Sales,No,9,Part Time,Yes,travel_rarely,Unknown,2,1,5,,0,8,Medical,3,53914.11,4492.84,556.2566609977324,22,1,4,1,1,3,1,9
209,F,1971,52.0,Married,26,Manufacturing Director,Research & Development,No,9,Full Time,No,Unknown,No,4,0,3,4,0,0,Unknown,4,153407.07,12783.92,1582.7713464696226,22,3,2,4,3,3,3,31
210,M,1991,32.0,Unknown,5,Sales Executive,Sales,No,10,Part Time,Yes,Unknown,No,2,1,3,3,5,3,Life Sciences,2,53914.11,4492.84,556.2566609977324,14,2,3,2,4,3,1,10
211,M,1987,36.0,Unknown,14,Healthcare Representative,Research & Development,No,16,Full Time,No,Unknown,Unknown,2,1,2,3,4,11,Life Sciences,1,65860.0,5488.33,679.5079365079365,17,3,3,4,1,2,0,
212,F,1992,31.0,Unknown,20,Sales Executive,Sales,No,9,,No,non-travel,Unknown,2,1,2,3,0,0,Unknown,2,53914.11,4492.84,556.2566609977324,13,4,3,3,4,2,1,
213,M,1987,36.0,Single,2,Laboratory Technician,Research & Development,No,11,Part Time,Yes,travel_rarely,No,1,0,6,4,3,9,Medical,4,25190.0,2099.17,259.8968253968254,21,3,3,3,3,3,4,
214,M,1971,52.0,Married,1,Manager,Unknown,No,9,Full Time,Yes,Unknown,Unknown,4,1,2,3,7,8,Life Sciences,2,170990.0,13859.166666666666,1764.1825396825398,15,4,3,4,2,,2,26
215,M,1990,33.0,Single,17,Manager,Unknown,No,10,Full Time,No,non-travel,Unknown,4,0,2,3,6,0,Unknown,3,153407.07,12783.92,1582.7713464696226,11,4,3,3,4,3,1,10
216,M,1978,45.0,Unknown,23,Laboratory Technician,Research & Development,No,9,Part Time,Yes,non-travel,Yes,2,1,2,3,0,8,Life Sciences,2,53914.11,4492.84,556.2566609977324,15,4,3,1,3,3,1,9
217,F,1987,36.0,Unknown,12,Manufacturing Director,Research & Development,No,14,Part Time,Yes,travel_rarely,Unknown,3,0,2,3,7,8,Unknown,5,100071.84,8339.32,1032.4872861766066,11,4,2,4,2,2,0,15
218,M,1974,49.0,Unknown,8,Sales Executive,Sales,No,9,Full Time,No,Unknown,Unknown,4,1,3,3,2,3,Unknown,4,131200.0,10933.33,1353.6507936507935,17,4,2,2,2,3,6,22
219,F,1994,29.0,Unknown,23,Sales Executive,Sales,Yes,11,Part Time,Yes,Unknown,Unknown,3,1,3,,3,10,Unknown,1,100071.84,8339.32,1032.4872861766066,13,4,2,1,1,1,1,11
220,F,1994,29.0,Married,6,Laboratory Technician,Research & Development,No,10,,No,Unknown,Unknown,1,1,5,3,0,8,Unknown,1,31206.666666666668,2609.17,323.03968253968253,13,2,3,4,1,3,1,
221,F,1986,37.0,Married,1,Manufacturing Director,Research & Development,No,14,Part Time,Yes,Unknown,Unknown,2,1,2,3,3,11,Life Sciences,3,53914.11,4492.84,556.2566609977324,13,4,2,4,2,2,1,14
222,M,1990,33.0,Unknown,10,Sales Executive,Sales,No,9,Part Time,Yes,travel_rarely,Unknown,3,2,3,3,0,8,Unknown,5,100071.84,8339.32,1032.4872861766066,14,4,4,3,4,3,0,
223,F,1989,34.0,Divorced,19,Laboratory Technician,Research & Development,No,11,Part Time,Yes,travel_frequently,No,2,2,2,3,5,10,Medical,3,44440.0,3637.5,458.50793650793656,13,3,3,2,3,4,4,15
224,F,1995,28.0,Married,1,Laboratory Technician,Research & Development,No,9,,Yes,non-travel,No,2,3,6,3,7,5,Unknown,3,66763.33333333333,5561.67,688.5873015873016,11,3,1,4,1,3,0,10
225,F,1992,31.0,Unknown,2,Sales Executive,Sales,No,10,Part Time,Yes,non-travel,Yes,3,1,5,3,9,6,Unknown,4,98520.0,8325.38,1016.4761904761906,19,4,3,3,1,2,1,10
226,M,1981,42.0,Unknown,2,Manager,Unknown,No,20,Full Time,No,non-travel,Yes,4,0,3,,2,10,Life Sciences,1,178610.0,14884.17,1842.801587301588,13,3,3,3,4,2,0,21
227,M,1983,40.0,Single,2,Research Scientist,Research & Development,No,9,Part Time,Yes,travel_rarely,Unknown,2,0,4,3,8,8,Life Sciences,3,53914.11,4492.84,556.2566609977324,13,3,3,4,3,3,1,9
228,F,1989,34.0,Single,15,Sales Executive,Sales,No,10,,Yes,Unknown,Unknown,2,0,6,3,9,6,Medical,2,53914.11000000001,4492.84,556.2566609977324,12,3,3,1,4,4,1,
229,F,1965,58.0,Unknown,1,Research Director,Research & Development,No,9,Full Time,No,travel_rarely,Unknown,5,1,3,4,1,5,Unknown,3,191324.62,15943.72,1973.9841269841268,21,4,3,1,3,3,3,
230,F,1992,31.0,Unknown,1,Manufacturing Director,Research & Development,Yes,10,,Yes,travel_frequently,Unknown,3,0,2,3,4,7,Unknown,5,75223.33333333333,6205.0,768.2380952380953,11,3,4,2,1,3,1,
231,M,1983,40.0,Unknown,8,Research Director,Research & Development,No,9,Full Time,Yes,non-travel,No,3,1,5,3,4,8,Unknown,1,137570.0,11464.17,1419.373015873016,11,4,2,2,3,3,2,16
232,M,1970,53.0,Single,2,Research Director,Research & Development,No,9,Full Time,Yes,Unknown,No,4,0,2,3,8,8,Medical,3,165980.0,13831.67,1712.4920634920634,12,4,4,2,2,2,4,35
233,M,1989,34.0,Unknown,15,Research Director,Research & Development,No,14,Full Time,Yes,Unknown,Unknown,4,2,3,3,6,9,Unknown,3,153407.07,12783.92,1582.7713464696226,14,2,3,1,4,2,7,16
234,F,1988,35.0,Single,16,Healthcare Representative,Research & Development,No,11,,Yes,travel_rarely,No,3,0,3,3,3,3,Life Sciences,3,100071.84000000001,8339.32,1032.4872861766066,19,4,2,2,4,1,1,
235,M,1986,37.0,Married,13,Research Scientist,Research & Development,No,10,Part Time,Yes,Unknown,Unknown,2,0,2,3,3,7,Unknown,3,42850.0,3552.7766666666666,442.1031746031746,17,1,3,4,1,3,1,
236,M,1981,42.0,Unknown,2,Healthcare Representative,Research & Development,No,20,Full Time,Yes,travel_frequently,Yes,3,1,3,3,13,9,Unknown,3,101240.0,8339.546666666667,1044.5396825396826,14,4,3,4,3,1,2,24
237,M,1978,45.0,Divorced,1,Healthcare Representative,Research & Development,No,10,Part Time,Yes,Unknown,Unknown,3,3,4,3,7,7,Unknown,4,100071.84,8339.32,1032.4872861766066,12,1,3,2,1,3,1,
238,M,1993,30.0,Married,1,Sales Executive,Sales,Yes,10,Full Time,Yes,travel_rarely,No,2,1,4,3,6,7,Unknown,3,97140.0,8215.883333333333,1002.2380952380952,11,2,2,1,4,3,1,
239,M,1985,38.0,Married,14,Sales Executive,Sales,No,9,Full Time,Yes,travel_rarely,Unknown,2,1,3,3,7,7,Life Sciences,3,99240.0,8325.38,1023.904761904762,11,3,3,2,4,3,0,10
240,M,1973,50.0,Unknown,20,Healthcare Representative,Research & Development,No,30,Full Time,No,Unknown,Unknown,4,1,3,3,12,13,Medical,5,112450.0,9352.776666666667,1160.1984126984128,15,2,3,3,3,3,2,32
241,M,1984,39.0,Unknown,3,Laboratory Technician,Research & Development,No,10,,Yes,travel_rarely,Unknown,2,1,3,3,0,7,Unknown,2,30616.666666666668,2557.5,316.6428571428572,15,3,2,3,4,,0,
242,F,1989,34.0,Unknown,3,Research Scientist,Research & Development,No,11,Part Time,Yes,travel_rarely,No,2,1,2,3,7,9,Unknown,3,53914.11,4492.84,556.2566609977324,12,4,3,2,3,3,1,11
243,F,1969,54.0,Unknown,22,Manager,Research & Development,No,10,Full Time,Yes,travel_rarely,Unknown,4,1,6,4,4,7,Unknown,5,153407.07,12783.92,1582.7713464696226,25,2,3,3,3,3,3,36
244,M,1982,41.0,Unknown,6,Sales Executive,Sales,No,10,Part Time,No,travel_rarely,No,3,0,3,3,8,7,Marketing,3,92410.0,7700.83,953.436507936508,12,4,3,3,2,3,1,
245,M,1984,39.0,Married,1,Laboratory Technician,Research & Development,No,9,Full Time,Yes,Unknown,Unknown,2,1,2,3,5,8,Life Sciences,3,64720.0,5393.33,667.7460317460317,15,4,3,4,4,3,1,
246,M,1983,40.0,Unknown,7,Manager,Unknown,No,21,Full Time,No,travel_rarely,No,5,0,3,3,12,8,Unknown,4,191324.62,15943.72,1973.9841269841268,14,2,3,2,2,2,1,
247,M,1990,33.0,Unknown,4,Research Scientist,Research & Development,No,9,Part Time,Yes,Unknown,No,2,2,2,,1,7,Technical Degree,3,30550.0,2566.1133333333332,315.1984126984127,15,4,3,2,4,2,5,11
248,M,1987,36.0,Unknown,10,Healthcare Representative,Research & Development,No,12,Part Time,No,Unknown,Unknown,3,1,1,3,5,7,Life Sciences,3,83210.0,6934.17,858.5158730158731,13,4,3,1,4,3,7,15
249,M,1990,33.0,Married,8,Research Scientist,Research & Development,No,10,Full Time,Yes,Unknown,No,1,1,1,3,7,6,Life Sciences,4,31430.0,2640.0,324.2777777777778,19,4,4,1,2,3,6,14
250,M,1989,34.0,Unknown,8,Sales Executive,Sales,No,10,,No,travel_rarely,No,2,2,5,4,4,8,Unknown,2,53914.11000000001,4492.84,556.2566609977324,21,2,4,3,3,3,1,10
251,M,1994,29.0,Married,46,Laboratory Technician,Research & Development,No,11,Part Time,No,travel_frequently,No,1,0,3,,3,10,Medical,1,28111.13,2342.59,290.03550973654063,13,4,3,4,2,4,1,
252,M,1977,46.0,Divorced,2,Manufacturing Director,Research & Development,No,9,Part Time,Yes,travel_rarely,Unknown,3,1,4,3,4,7,Life Sciences,2,85780.0,7148.33,885.0317460317461,14,4,3,4,3,2,3,12
253,F,1996,27.0,Married,23,Sales Representative,Sales,No,9,Part Time,No,travel_rarely,No,2,1,5,4,5,8,Medical,1,53914.11,4492.84,556.2566609977324,21,2,2,3,4,3,1,
254,M,1992,31.0,Divorced,36,Laboratory Technician,Research & Development,No,10,,No,Unknown,No,2,1,2,3,0,2,Life Sciences,3,42013.333333333336,3497.5,433.0238095238095,11,2,3,3,1,3,1,10
255,F,1978,45.0,Unknown,25,Manufacturing Director,Research & Development,No,9,,Yes,travel_rarely,No,2,2,2,,3,8,Life Sciences,2,53914.11000000001,4492.84,556.2566609977324,13,2,2,4,4,2,0,10
256,M,1989,34.0,Unknown,1,Sales Executive,Sales,No,14,Part Time,No,travel_rarely,No,3,0,3,4,2,1,Marketing,3,98880.0,8240.0,1020.1904761904764,21,1,3,4,1,2,1,14
